,file_name,ch,strain,time,treatment,total_vRNAs,cytosolic_RNAs,repSites,mol_per_repSite,,,,,,,,,,,
183,CoV-FISH-10_Vero_2h_B117_INF_R1_00012_ch3_results_cell_4.npz,3,B117,2,INF,159,98,2,30.5,,,,,,,,,,,
184,CoV-FISH-10_Vero_2h_B117_INF_R1_00012_ch3_results_cell_5.npz,3,B117,2,INF,251,143,2,54,,,,,,,,,,,
185,CoV-FISH-10_Vero_2h_B117_INF_R1_00012_ch3_results_cell_6.npz,3,B117,2,INF,319,149,5,34,,,,,,,,,,,
186,CoV-FISH-10_Vero_2h_B117_INF_R1_00012_ch3_results_cell_7.npz,3,B117,2,INF,499,234,12,22.08333333,,,,,,,,,,,
187,CoV-FISH-10_Vero_2h_B117_INF_R1_00012_ch3_results_cell_8.npz,3,B117,2,INF,636,211,12,35.41666667,,,,,,,,,,,
188,CoV-FISH-10_Vero_2h_B117_INF_R1_00012_ch3_results_cell_9.npz,3,B117,2,INF,358,180,4,44.5,,,,,,,,,,,
189,CoV-FISH-10_Vero_2h_B117_INF_R1_00012_ch4_results_cell_0.npz,4,B117,2,INF,36,36,0,,,,,,,,,,,,
190,CoV-FISH-10_Vero_2h_B117_INF_R1_00012_ch4_results_cell_10.npz,4,B117,2,INF,265,177,2,44,,,,,,,,,,,
191,CoV-FISH-10_Vero_2h_B117_INF_R1_00012_ch4_results_cell_1.npz,4,B117,2,INF,168,113,1,55,,,,,,,,,,,
192,CoV-FISH-10_Vero_2h_B117_INF_R1_00012_ch4_results_cell_2.npz,4,B117,2,INF,75,60,1,15,,,,,,,,,,,
193,CoV-FISH-10_Vero_2h_B117_INF_R1_00012_ch4_results_cell_3.npz,4,B117,2,INF,76,76,0,,,,,,,,,,,,
194,CoV-FISH-10_Vero_2h_B117_INF_R1_00012_ch4_results_cell_4.npz,4,B117,2,INF,141,109,2,16,,,,,,,,,,,
195,CoV-FISH-10_Vero_2h_B117_INF_R1_00012_ch4_results_cell_5.npz,4,B117,2,INF,201,132,2,34.5,,,,,,,,,,,
196,CoV-FISH-10_Vero_2h_B117_INF_R1_00012_ch4_results_cell_6.npz,4,B117,2,INF,219,148,3,23.66666667,,,,,,,,,,,
197,CoV-FISH-10_Vero_2h_B117_INF_R1_00012_ch4_results_cell_7.npz,4,B117,2,INF,489,262,13,17.46153846,,,,,,,,,,,
198,CoV-FISH-10_Vero_2h_B117_INF_R1_00012_ch4_results_cell_8.npz,4,B117,2,INF,351,182,9,18.77777778,,,,,,,,,,,
199,CoV-FISH-10_Vero_2h_B117_INF_R1_00012_ch4_results_cell_9.npz,4,B117,2,INF,223,171,2,26,,,,,,,,,,,
200,CoV-FISH-10_Vero_2h_B117_INF_R1_00013_ch3_results_cell_0.npz,3,B117,2,INF,328,188,4,35,,,,,,,,,,,
201,CoV-FISH-10_Vero_2h_B117_INF_R1_00013_ch3_results_cell_1.npz,3,B117,2,INF,229,107,4,30.5,,,,,,,,,,,
202,CoV-FISH-10_Vero_2h_B117_INF_R1_00013_ch3_results_cell_2.npz,3,B117,2,INF,237,134,4,25.75,,,,,,,,,,,
203,CoV-FISH-10_Vero_2h_B117_INF_R1_00013_ch3_results_cell_3.npz,3,B117,2,INF,139,76,4,15.75,,,,,,,,,,,
204,CoV-FISH-10_Vero_2h_B117_INF_R1_00013_ch3_results_cell_4.npz,3,B117,2,INF,651,292,14,25.64285714,,,,,,,,,,,
205,CoV-FISH-10_Vero_2h_B117_INF_R1_00013_ch3_results_cell_5.npz,3,B117,2,INF,510,151,11,32.63636364,,,,,,,,,,,
206,CoV-FISH-10_Vero_2h_B117_INF_R1_00013_ch4_results_cell_0.npz,4,B117,2,INF,270,184,4,21.5,,,,,,,,,,,
207,CoV-FISH-10_Vero_2h_B117_INF_R1_00013_ch4_results_cell_1.npz,4,B117,2,INF,167,99,3,22.66666667,,,,,,,,,,,
208,CoV-FISH-10_Vero_2h_B117_INF_R1_00013_ch4_results_cell_2.npz,4,B117,2,INF,176,140,3,12,,,,,,,,,,,
209,CoV-FISH-10_Vero_2h_B117_INF_R1_00013_ch4_results_cell_3.npz,4,B117,2,INF,109,70,1,39,,,,,,,,,,,
210,CoV-FISH-10_Vero_2h_B117_INF_R1_00013_ch4_results_cell_4.npz,4,B117,2,INF,441,296,9,16.11111111,,,,,,,,,,,
211,CoV-FISH-10_Vero_2h_B117_INF_R1_00013_ch4_results_cell_5.npz,4,B117,2,INF,187,115,4,18,,,,,,,,,,,
212,CoV-FISH-10_Vero_2h_B117_INF_R1_00014_ch3_results_cell_0.npz,3,B117,2,INF,5458,1064,60,73.23333333,,,,,,,,,,,
213,CoV-FISH-10_Vero_2h_B117_INF_R1_00014_ch3_results_cell_1.npz,3,B117,2,INF,386,213,5,34.6,,,,,,,,,,,
214,CoV-FISH-10_Vero_2h_B117_INF_R1_00014_ch3_results_cell_2.npz,3,B117,2,INF,340,160,5,36,,,,,,,,,,,
215,CoV-FISH-10_Vero_2h_B117_INF_R1_00014_ch3_results_cell_3.npz,3,B117,2,INF,1192,272,14,65.71428571,,,,,,,,,,,
216,CoV-FISH-10_Vero_2h_B117_INF_R1_00014_ch3_results_cell_4.npz,3,B117,2,INF,295,91,2,102,,,,,,,,,,,
217,CoV-FISH-10_Vero_2h_B117_INF_R1_00014_ch3_results_cell_5.npz,3,B117,2,INF,585,184,7,57.28571429,,,,,,,,,,,
218,CoV-FISH-10_Vero_2h_B117_INF_R1_00014_ch3_results_cell_6.npz,3,B117,2,INF,272,70,2,101,,,,,,,,,,,
219,CoV-FISH-10_Vero_2h_B117_INF_R1_00014_ch4_results_cell_0.npz,4,B117,2,INF,4016,1102,58,50.24137931,,,,,,,,,,,
220,CoV-FISH-10_Vero_2h_B117_INF_R1_00014_ch4_results_cell_1.npz,4,B117,2,INF,238,179,1,59,,,,,,,,,,,
221,CoV-FISH-10_Vero_2h_B117_INF_R1_00014_ch4_results_cell_2.npz,4,B117,2,INF,175,98,4,19.25,,,,,,,,,,,
222,CoV-FISH-10_Vero_2h_B117_INF_R1_00014_ch4_results_cell_3.npz,4,B117,2,INF,554,195,9,39.88888889,,,,,,,,,,,
223,CoV-FISH-10_Vero_2h_B117_INF_R1_00014_ch4_results_cell_4.npz,4,B117,2,INF,229,90,2,69.5,,,,,,,,,,,
224,CoV-FISH-10_Vero_2h_B117_INF_R1_00014_ch4_results_cell_5.npz,4,B117,2,INF,248,142,5,21.2,,,,,,,,,,,
225,CoV-FISH-10_Vero_2h_B117_INF_R1_00014_ch4_results_cell_6.npz,4,B117,2,INF,127,56,1,71,,,,,,,,,,,
226,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch3_results_cell_0.npz,3,B117,2,INF,262,113,3,49.66666667,,,,,,,,,,,
227,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch3_results_cell_1.npz,3,B117,2,INF,368,176,7,27.42857143,,,,,,,,,,,
228,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch3_results_cell_2.npz,3,B117,2,INF,238,62,3,58.66666667,,,,,,,,,,,
229,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch3_results_cell_3.npz,3,B117,2,INF,135,32,3,34.33333333,,,,,,,,,,,
230,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch3_results_cell_4.npz,3,B117,2,INF,326,162,4,41,,,,,,,,,,,
231,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch3_results_cell_5.npz,3,B117,2,INF,356,121,5,47,,,,,,,,,,,
232,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch3_results_cell_6.npz,3,B117,2,INF,518,128,8,48.75,,,,,,,,,,,
233,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch3_results_cell_7.npz,3,B117,2,INF,50,50,0,,,,,,,,,,,,
234,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch3_results_cell_8.npz,3,B117,2,INF,496,155,7,48.71428571,,,,,,,,,,,
235,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch3_results_cell_9.npz,3,B117,2,INF,77,77,0,,,,,,,,,,,,
236,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch4_results_cell_0.npz,4,B117,2,INF,96,96,0,,,,,,,,,,,,
237,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch4_results_cell_1.npz,4,B117,2,INF,254,141,4,28.25,,,,,,,,,,,
238,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch4_results_cell_2.npz,4,B117,2,INF,69,43,1,26,,,,,,,,,,,
239,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch4_results_cell_3.npz,4,B117,2,INF,54,20,1,34,,,,,,,,,,,
240,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch4_results_cell_4.npz,4,B117,2,INF,328,150,8,22.25,,,,,,,,,,,
241,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch4_results_cell_5.npz,4,B117,2,INF,162,110,2,26,,,,,,,,,,,
242,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch4_results_cell_6.npz,4,B117,2,INF,273,106,6,27.83333333,,,,,,,,,,,
243,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch4_results_cell_7.npz,4,B117,2,INF,45,41,1,4,,,,,,,,,,,
244,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch4_results_cell_8.npz,4,B117,2,INF,394,153,7,34.42857143,,,,,,,,,,,
245,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch4_results_cell_9.npz,4,B117,2,INF,73,73,0,,,,,,,,,,,,
246,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch3_results_cell_0.npz,3,B117,2,INF,1118,477,18,35.61111111,,,,,,,,,,,
247,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch3_results_cell_1.npz,3,B117,2,INF,621,253,10,36.8,,,,,,,,,,,
248,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch3_results_cell_2.npz,3,B117,2,INF,562,215,4,86.75,,,,,,,,,,,
249,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch3_results_cell_3.npz,3,B117,2,INF,1333,377,17,56.23529412,,,,,,,,,,,
250,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch3_results_cell_4.npz,3,B117,2,INF,161,54,2,53.5,,,,,,,,,,,
251,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch3_results_cell_5.npz,3,B117,2,INF,605,182,7,60.42857143,,,,,,,,,,,
252,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch3_results_cell_6.npz,3,B117,2,INF,182,90,2,46,,,,,,,,,,,
253,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch3_results_cell_7.npz,3,B117,2,INF,564,253,10,31.1,,,,,,,,,,,
254,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch3_results_cell_8.npz,3,B117,2,INF,327,102,4,56.25,,,,,,,,,,,
255,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch4_results_cell_0.npz,4,B117,2,INF,931,429,15,33.46666667,,,,,,,,,,,
256,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch4_results_cell_1.npz,4,B117,2,INF,290,197,3,31,,,,,,,,,,,
257,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch4_results_cell_2.npz,4,B117,2,INF,176,112,1,64,,,,,,,,,,,
258,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch4_results_cell_3.npz,4,B117,2,INF,784,379,11,36.81818182,,,,,,,,,,,
259,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch4_results_cell_4.npz,4,B117,2,INF,270,48,4,55.5,,,,,,,,,,,
260,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch4_results_cell_5.npz,4,B117,2,INF,335,162,5,34.6,,,,,,,,,,,
261,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch4_results_cell_6.npz,4,B117,2,INF,199,114,3,28.33333333,,,,,,,,,,,
262,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch4_results_cell_7.npz,4,B117,2,INF,452,237,10,21.5,,,,,,,,,,,
263,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch4_results_cell_8.npz,4,B117,2,INF,123,93,2,15,,,,,,,,,,,
264,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch3_results_cell_0.npz,3,B117,2,INF,314,136,4,44.5,,,,,,,,,,,
265,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch3_results_cell_1.npz,3,B117,2,INF,1192,280,13,70.15384615,,,,,,,,,,,
266,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch3_results_cell_2.npz,3,B117,2,INF,422,216,4,51.5,,,,,,,,,,,
267,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch3_results_cell_3.npz,3,B117,2,INF,661,295,14,26.14285714,,,,,,,,,,,
268,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch3_results_cell_4.npz,3,B117,2,INF,1309,421,20,44.4,,,,,,,,,,,
269,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch3_results_cell_5.npz,3,B117,2,INF,674,175,8,62.375,,,,,,,,,,,
270,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch3_results_cell_6.npz,3,B117,2,INF,814,194,10,62,,,,,,,,,,,
271,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch4_results_cell_0.npz,4,B117,2,INF,120,102,1,18,,,,,,,,,,,
272,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch4_results_cell_1.npz,4,B117,2,INF,525,241,7,40.57142857,,,,,,,,,,,
273,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch4_results_cell_2.npz,4,B117,2,INF,208,166,2,21,,,,,,,,,,,
274,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch4_results_cell_3.npz,4,B117,2,INF,305,242,5,12.6,,,,,,,,,,,
275,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch4_results_cell_4.npz,4,B117,2,INF,557,359,12,16.5,,,,,,,,,,,
276,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch4_results_cell_5.npz,4,B117,2,INF,362,144,6,36.33333333,,,,,,,,,,,
277,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch4_results_cell_6.npz,4,B117,2,INF,293,150,5,28.6,,,,,,,,,,,
278,CoV-FISH-10_Vero_2h_B117_INF_R1_00018_ch3_results_cell_0.npz,3,B117,2,INF,596,217,11,34.45454545,,,,,,,,,,,
279,CoV-FISH-10_Vero_2h_B117_INF_R1_00018_ch3_results_cell_1.npz,3,B117,2,INF,91,36,1,55,,,,,,,,,,,
280,CoV-FISH-10_Vero_2h_B117_INF_R1_00018_ch3_results_cell_2.npz,3,B117,2,INF,398,158,10,24,,,,,,,,,,,
281,CoV-FISH-10_Vero_2h_B117_INF_R1_00018_ch3_results_cell_3.npz,3,B117,2,INF,310,78,4,58,,,,,,,,,,,
282,CoV-FISH-10_Vero_2h_B117_INF_R1_00018_ch3_results_cell_4.npz,3,B117,2,INF,351,143,6,34.66666667,,,,,,,,,,,
283,CoV-FISH-10_Vero_2h_B117_INF_R1_00018_ch3_results_cell_5.npz,3,B117,2,INF,107,50,1,57,,,,,,,,,,,
284,CoV-FISH-10_Vero_2h_B117_INF_R1_00018_ch3_results_cell_6.npz,3,B117,2,INF,142,117,1,25,,,,,,,,,,,
285,CoV-FISH-10_Vero_2h_B117_INF_R1_00018_ch4_results_cell_0.npz,4,B117,2,INF,302,196,5,21.2,,,,,,,,,,,
286,CoV-FISH-10_Vero_2h_B117_INF_R1_00018_ch4_results_cell_1.npz,4,B117,2,INF,73,38,2,17.5,,,,,,,,,,,
287,CoV-FISH-10_Vero_2h_B117_INF_R1_00018_ch4_results_cell_2.npz,4,B117,2,INF,184,129,3,18.33333333,,,,,,,,,,,
288,CoV-FISH-10_Vero_2h_B117_INF_R1_00018_ch4_results_cell_3.npz,4,B117,2,INF,185,72,3,37.66666667,,,,,,,,,,,
289,CoV-FISH-10_Vero_2h_B117_INF_R1_00018_ch4_results_cell_4.npz,4,B117,2,INF,158,146,2,6,,,,,,,,,,,
290,CoV-FISH-10_Vero_2h_B117_INF_R1_00018_ch4_results_cell_5.npz,4,B117,2,INF,49,49,0,,,,,,,,,,,,
291,CoV-FISH-10_Vero_2h_B117_INF_R1_00018_ch4_results_cell_6.npz,4,B117,2,INF,110,110,0,,,,,,,,,,,,
292,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch3_results_cell_0.npz,3,B117,2,INF,128,69,1,59,,,,,,,,,,,
293,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch3_results_cell_1.npz,3,B117,2,INF,313,98,4,53.75,,,,,,,,,,,
294,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch3_results_cell_2.npz,3,B117,2,INF,320,80,5,48,,,,,,,,,,,
295,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch3_results_cell_3.npz,3,B117,2,INF,104,104,0,,,,,,,,,,,,
296,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch3_results_cell_4.npz,3,B117,2,INF,71,71,0,,,,,,,,,,,,
297,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch3_results_cell_5.npz,3,B117,2,INF,332,179,5,30.6,,,,,,,,,,,
298,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch3_results_cell_6.npz,3,B117,2,INF,271,108,4,40.75,,,,,,,,,,,
299,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch3_results_cell_7.npz,3,B117,2,INF,141,75,3,22,,,,,,,,,,,
300,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch4_results_cell_0.npz,4,B117,2,INF,49,49,0,,,,,,,,,,,,
301,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch4_results_cell_1.npz,4,B117,2,INF,139,86,2,26.5,,,,,,,,,,,
302,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch4_results_cell_2.npz,4,B117,2,INF,159,75,4,21,,,,,,,,,,,
303,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch4_results_cell_3.npz,4,B117,2,INF,147,100,2,23.5,,,,,,,,,,,
304,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch4_results_cell_4.npz,4,B117,2,INF,57,57,0,,,,,,,,,,,,
305,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch4_results_cell_5.npz,4,B117,2,INF,93,89,1,4,,,,,,,,,,,
306,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch4_results_cell_6.npz,4,B117,2,INF,132,82,2,25,,,,,,,,,,,
307,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch4_results_cell_7.npz,4,B117,2,INF,111,66,2,22.5,,,,,,,,,,,
308,CoV-FISH-10_Vero_2h_B117_INF_R1_00020_ch3_results_cell_0.npz,3,B117,2,INF,397,137,5,52,,,,,,,,,,,
309,CoV-FISH-10_Vero_2h_B117_INF_R1_00020_ch3_results_cell_1.npz,3,B117,2,INF,230,148,4,20.5,,,,,,,,,,,
310,CoV-FISH-10_Vero_2h_B117_INF_R1_00020_ch3_results_cell_2.npz,3,B117,2,INF,244,168,2,38,,,,,,,,,,,
311,CoV-FISH-10_Vero_2h_B117_INF_R1_00020_ch3_results_cell_3.npz,3,B117,2,INF,411,147,6,44,,,,,,,,,,,
312,CoV-FISH-10_Vero_2h_B117_INF_R1_00020_ch3_results_cell_4.npz,3,B117,2,INF,498,235,10,26.3,,,,,,,,,,,
313,CoV-FISH-10_Vero_2h_B117_INF_R1_00020_ch3_results_cell_5.npz,3,B117,2,INF,493,198,8,36.875,,,,,,,,,,,
314,CoV-FISH-10_Vero_2h_B117_INF_R1_00020_ch3_results_cell_6.npz,3,B117,2,INF,459,191,7,38.28571429,,,,,,,,,,,
315,CoV-FISH-10_Vero_2h_B117_INF_R1_00020_ch4_results_cell_0.npz,4,B117,2,INF,156,99,2,28.5,,,,,,,,,,,
316,CoV-FISH-10_Vero_2h_B117_INF_R1_00020_ch4_results_cell_1.npz,4,B117,2,INF,212,136,5,15.2,,,,,,,,,,,
317,CoV-FISH-10_Vero_2h_B117_INF_R1_00020_ch4_results_cell_2.npz,4,B117,2,INF,88,77,2,5.5,,,,,,,,,,,
318,CoV-FISH-10_Vero_2h_B117_INF_R1_00020_ch4_results_cell_3.npz,4,B117,2,INF,155,142,1,13,,,,,,,,,,,
319,CoV-FISH-10_Vero_2h_B117_INF_R1_00020_ch4_results_cell_4.npz,4,B117,2,INF,393,240,9,17,,,,,,,,,,,
320,CoV-FISH-10_Vero_2h_B117_INF_R1_00020_ch4_results_cell_5.npz,4,B117,2,INF,216,157,4,14.75,,,,,,,,,,,
321,CoV-FISH-10_Vero_2h_B117_INF_R1_00020_ch4_results_cell_6.npz,4,B117,2,INF,323,180,6,23.83333333,,,,,,,,,,,
322,CoV-FISH-10_Vero_2h_B117_INF_R2_00001_ch3_results_cell_0.npz,3,B117,2,INF,15,15,0,,,,,,,,,,,,
323,CoV-FISH-10_Vero_2h_B117_INF_R2_00001_ch3_results_cell_1.npz,3,B117,2,INF,80,61,1,19,,,,,,,,,,,
324,CoV-FISH-10_Vero_2h_B117_INF_R2_00001_ch3_results_cell_2.npz,3,B117,2,INF,34,19,1,15,,,,,,,,,,,
325,CoV-FISH-10_Vero_2h_B117_INF_R2_00001_ch3_results_cell_3.npz,3,B117,2,INF,107,59,4,12,,,,,,,,,,,
326,CoV-FISH-10_Vero_2h_B117_INF_R2_00001_ch3_results_cell_4.npz,3,B117,2,INF,17,17,0,,,,,,,,,,,,
327,CoV-FISH-10_Vero_2h_B117_INF_R2_00001_ch3_results_cell_5.npz,3,B117,2,INF,33,27,1,6,,,,,,,,,,,
328,CoV-FISH-10_Vero_2h_B117_INF_R2_00001_ch3_results_cell_6.npz,3,B117,2,INF,37,30,1,7,,,,,,,,,,,
329,CoV-FISH-10_Vero_2h_B117_INF_R2_00001_ch4_results_cell_0.npz,4,B117,2,INF,15,15,0,,,,,,,,,,,,
330,CoV-FISH-10_Vero_2h_B117_INF_R2_00001_ch4_results_cell_1.npz,4,B117,2,INF,45,37,2,4,,,,,,,,,,,
331,CoV-FISH-10_Vero_2h_B117_INF_R2_00001_ch4_results_cell_2.npz,4,B117,2,INF,21,21,0,,,,,,,,,,,,
332,CoV-FISH-10_Vero_2h_B117_INF_R2_00001_ch4_results_cell_3.npz,4,B117,2,INF,40,37,1,3,,,,,,,,,,,
333,CoV-FISH-10_Vero_2h_B117_INF_R2_00001_ch4_results_cell_4.npz,4,B117,2,INF,28,21,1,7,,,,,,,,,,,
334,CoV-FISH-10_Vero_2h_B117_INF_R2_00001_ch4_results_cell_5.npz,4,B117,2,INF,16,15,1,1,,,,,,,,,,,
335,CoV-FISH-10_Vero_2h_B117_INF_R2_00001_ch4_results_cell_6.npz,4,B117,2,INF,29,25,1,4,,,,,,,,,,,
336,CoV-FISH-10_Vero_2h_B117_INF_R2_00002_ch3_results_cell_0.npz,3,B117,2,INF,28,25,1,3,,,,,,,,,,,
337,CoV-FISH-10_Vero_2h_B117_INF_R2_00002_ch3_results_cell_1.npz,3,B117,2,INF,26,17,1,9,,,,,,,,,,,
338,CoV-FISH-10_Vero_2h_B117_INF_R2_00002_ch3_results_cell_2.npz,3,B117,2,INF,5,5,0,,,,,,,,,,,,
339,CoV-FISH-10_Vero_2h_B117_INF_R2_00002_ch4_results_cell_0.npz,4,B117,2,INF,29,29,1,0,,,,,,,,,,,
340,CoV-FISH-10_Vero_2h_B117_INF_R2_00002_ch4_results_cell_1.npz,4,B117,2,INF,22,22,0,,,,,,,,,,,,
341,CoV-FISH-10_Vero_2h_B117_INF_R2_00002_ch4_results_cell_2.npz,4,B117,2,INF,7,7,0,,,,,,,,,,,,
342,CoV-FISH-10_Vero_2h_B117_INF_R2_00003_ch3_results_cell_0.npz,3,B117,2,INF,177,156,2,10.5,,,,,,,,,,,
343,CoV-FISH-10_Vero_2h_B117_INF_R2_00003_ch3_results_cell_1.npz,3,B117,2,INF,1,1,0,,,,,,,,,,,,
344,CoV-FISH-10_Vero_2h_B117_INF_R2_00003_ch3_results_cell_2.npz,3,B117,2,INF,19,19,0,,,,,,,,,,,,
345,CoV-FISH-10_Vero_2h_B117_INF_R2_00003_ch3_results_cell_3.npz,3,B117,2,INF,14,14,0,,,,,,,,,,,,
346,CoV-FISH-10_Vero_2h_B117_INF_R2_00003_ch3_results_cell_4.npz,3,B117,2,INF,84,74,2,5,,,,,,,,,,,
347,CoV-FISH-10_Vero_2h_B117_INF_R2_00003_ch4_results_cell_0.npz,4,B117,2,INF,14,14,0,,,,,,,,,,,,
348,CoV-FISH-10_Vero_2h_B117_INF_R2_00003_ch4_results_cell_1.npz,4,B117,2,INF,4,4,0,,,,,,,,,,,,
349,CoV-FISH-10_Vero_2h_B117_INF_R2_00003_ch4_results_cell_2.npz,4,B117,2,INF,30,28,1,2,,,,,,,,,,,
350,CoV-FISH-10_Vero_2h_B117_INF_R2_00003_ch4_results_cell_3.npz,4,B117,2,INF,18,14,1,4,,,,,,,,,,,
351,CoV-FISH-10_Vero_2h_B117_INF_R2_00003_ch4_results_cell_4.npz,4,B117,2,INF,76,68,2,4,,,,,,,,,,,
352,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch3_results_cell_0.npz,3,B117,2,INF,12,12,0,,,,,,,,,,,,
353,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch3_results_cell_1.npz,3,B117,2,INF,15,15,0,,,,,,,,,,,,
354,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch3_results_cell_2.npz,3,B117,2,INF,14,13,1,1,,,,,,,,,,,
355,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch3_results_cell_3.npz,3,B117,2,INF,9,9,0,,,,,,,,,,,,
356,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch3_results_cell_4.npz,3,B117,2,INF,10,10,0,,,,,,,,,,,,
357,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch3_results_cell_5.npz,3,B117,2,INF,9,9,0,,,,,,,,,,,,
358,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch3_results_cell_6.npz,3,B117,2,INF,46,30,3,5.333333333,,,,,,,,,,,
359,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch3_results_cell_7.npz,3,B117,2,INF,25,21,1,4,,,,,,,,,,,
360,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch3_results_cell_8.npz,3,B117,2,INF,30,20,2,5,,,,,,,,,,,
361,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch3_results_cell_9.npz,3,B117,2,INF,3,3,0,,,,,,,,,,,,
362,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch4_results_cell_0.npz,4,B117,2,INF,10,10,0,,,,,,,,,,,,
363,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch4_results_cell_1.npz,4,B117,2,INF,19,16,1,3,,,,,,,,,,,
364,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch4_results_cell_2.npz,4,B117,2,INF,16,10,1,6,,,,,,,,,,,
365,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch4_results_cell_3.npz,4,B117,2,INF,8,8,0,,,,,,,,,,,,
366,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch4_results_cell_4.npz,4,B117,2,INF,37,28,2,4.5,,,,,,,,,,,
367,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch4_results_cell_5.npz,4,B117,2,INF,4,4,0,,,,,,,,,,,,
